egid,buildingStatus,buildingCategory,buildingClass,municipalityNumber,municipalityName,canton,geometry,geometry_wkt,longitude,latitude
1713512,1004,1030,1110,3102,Gonten,AI,POINT (9.325208003680727 47.321912063814146),POINT (2742612.199 1242941.106),9.325208003680727,47.321912063814146
1713513,1004,1030,1110,3102,Gonten,AI,POINT (9.325669041582112 47.32246606927919),POINT (2742645.562 1243003.521),9.325669041582112,47.32246606927919
1713514,1004,1030,1110,3102,Gonten,AI,POINT (9.333232240873931 47.3217940635653),POINT (2743218.974 1242942.609),9.333232240873931,47.3217940635653
1713515,1004,1020,1122,3102,Gonten,AI,POINT (9.339099715354441 47.32411649570794),POINT (2743656.173 1243211.471),9.339099715354441,47.32411649570794
1713516,1007,1020,1121,3102,Gonten,AI,POINT (9.335448666202394 47.321943154804984),POINT (2743386.087 1242963.229),9.335448666202394,47.321943154804984
1713517,1004,1030,1110,3102,Gonten,AI,POINT (9.337115613887764 47.32252884123947),POINT (2743510.496 1243031.375),9.337115613887764,47.32252884123947
1713518,1004,1030,1110,3102,Gonten,AI,POINT (9.338571460226436 47.32323631024201),POINT (2743618.62 1243112.673),9.338571460226436,47.32323631024201
1713519,1007,1060,1271,3102,Gonten,AI,POINT (9.342466724497639 47.32668635008059),POINT (2743903.701 1243503.276),9.342466724497639,47.32668635008059
1713520,1004,1030,1110,3102,Gonten,AI,POINT (9.34003942991397 47.326693887599305),POINT (2743720.247 1243499.664),9.34003942991397,47.326693887599305
1713521,1004,1030,1110,3102,Gonten,AI,POINT (9.341327153277275 47.32750493305013),POINT (2743815.375 1243592.17),9.341327153277275,47.32750493305013
1713522,1007,1030,1110,3102,Gonten,AI,POINT (9.341858384214351 47.32843932714207),POINT (2743853 1243697),9.341858384214351,47.32843932714207
1713523,1004,1030,1110,3102,Gonten,AI,POINT (9.337326982835975 47.32686033055968),POINT (2743514.816 1243513.198),9.337326982835975,47.32686033055968
1713524,1004,1020,1121,3102,Gonten,AI,POINT (9.336769554826692 47.32564376071171),POINT (2743475.963 1243376.959),9.336769554826692,47.32564376071171
1713525,1004,1020,1110,3102,Gonten,AI,POINT (9.337029486699176 47.328086561388815),POINT (2743489.035 1243648.947),9.337029486699176,47.328086561388815
1713526,1004,1030,1110,3102,Gonten,AI,POINT (9.333493085544132 47.327064038695255),POINT (2743224.537 1243528.833),9.333493085544132,47.327064038695255
1713527,1007,1020,1110,3102,Gonten,AI,POINT (9.333527503837747 47.3274878346891),POINT (2743226 1243576),9.333527503837747,47.3274878346891
1713528,1004,1030,1110,3102,Gonten,AI,POINT (9.331429771294264 47.32838395124645),POINT (2743065.07 1243671.774),9.331429771294264,47.32838395124645
1713529,1004,1030,1121,3102,Gonten,AI,POINT (9.327107474596062 47.32525520248819),POINT (2742746.811 1243316.145),9.327107474596062,47.32525520248819
1713530,1004,1030,1110,3102,Gonten,AI,POINT (9.325400736209936 47.32759368099378),POINT (2742611.574 1243572.959),9.325400736209936,47.32759368099378
1713531,1004,1020,1110,3102,Gonten,AI,POINT (9.314772914841983 47.321671923658656),POINT (2741824.169 1242895.497),9.314772914841983,47.321671923658656
1713532,1004,1020,1110,3102,Gonten,AI,POINT (9.34426957303262 47.32835396052485),POINT (2744035.441 1243691.936),9.34426957303262,47.32835396052485
1713534,1004,1020,1121,3102,Gonten,AI,POINT (9.33359359891087 47.326505419415945),POINT (2743233.633 1243466.927),9.33359359891087,47.326505419415945
1713535,1004,1020,1110,3102,Gonten,AI,POINT (9.330837516244966 47.323246073523734),POINT (2743034.091 1243099.628),9.330837516244966,47.323246073523734
1713536,1004,1030,1110,3102,Gonten,AI,POINT (9.312607995498993 47.322705031630704),POINT (2741657.803 1243006.414),9.312607995498993,47.322705031630704
1713537,1004,1020,1121,3102,Gonten,AI,POINT (9.327257915211893 47.32177417937345),POINT (2742767.497 1242929.509),9.327257915211893,47.32177417937345
1713538,1004,1020,1110,3102,Gonten,AI,POINT (9.322639326091355 47.3230729484772),POINT (2742414.963 1243065.47),9.322639326091355,47.3230729484772
1713540,1004,1060,1271,3102,Gonten,AI,POINT (9.342277440452845 47.322512270632956),POINT (2743900.657 1243038.989),9.342277440452845,47.322512270632956
1713541,1004,1040,1130,3102,Gonten,AI,POINT (9.328306016476583 47.29153384443327),POINT (2742927.691 1239570.273),9.328306016476583,47.29153384443327
1713542,1004,1020,1110,3102,Gonten,AI,POINT (9.33151211441703 47.317648438177955),POINT (2743100.09 1242478.692),9.33151211441703,47.317648438177955
1713543,1004,1030,1121,3102,Gonten,AI,POINT (9.335208950594085 47.319432717697886),POINT (2743374.717 1242683.761),9.335208950594085,47.319432717697886
1713544,1007,1030,1110,3102,Gonten,AI,POINT (9.333241450505644 47.32039365325113),POINT (2743223.43 1242786.973),9.333241450505644,47.32039365325113
1713545,1004,1030,1121,3102,Gonten,AI,POINT (9.349221352187845 47.3154370092642),POINT (2744444.614 1242265.353),9.349221352187845,47.3154370092642
1713546,1007,1030,1121,3102,Gonten,AI,POINT (9.339834772258195 47.31960459984943),POINT (2743723.881 1242711.33),9.339834772258195,47.31960459984943
1713547,1004,1020,1110,3102,Gonten,AI,POINT (9.337522355649435 47.31858839439696),POINT (2743551.84 1242594.147),9.337522355649435,47.31858839439696
1713548,1004,1030,1110,3102,Gonten,AI,POINT (9.346208255123576 47.327122074658256),POINT (2744185.275 1243558.576),9.346208255123576,47.327122074658256
1713549,1007,1030,1110,3102,Gonten,AI,POINT (9.33778001489281 47.32167780699717),POINT (2743563 1242938),9.33778001489281,47.32167780699717
1713550,1004,1020,1110,3102,Gonten,AI,POINT (9.34683005458253 47.326368680517376),POINT (2744234.302 1243475.981),9.34683005458253,47.326368680517376
1713551,1004,1030,1121,3102,Gonten,AI,POINT (9.333919958832558 47.31822074729374),POINT (2743280.548 1242546.698),9.333919958832558,47.31822074729374
1713552,1007,1030,1110,3102,Gonten,AI,POINT (9.34585875743372 47.325500883985704),POINT (2744163.245 1243377.742),9.34585875743372,47.325500883985704
1713553,1004,1060,1271,3102,Gonten,AI,POINT (9.348435724316959 47.32587576461004),POINT (2744356.979 1243424.148),9.348435724316959,47.32587576461004
1713554,1004,1030,1110,3102,Gonten,AI,POINT (9.350540064594627 47.3222073109577),POINT (2744525.948 1243020.283),9.350540064594627,47.3222073109577
1713555,1004,1020,1121,3102,Gonten,AI,POINT (9.337464640241908 47.313785754550004),POINT (2743560.401 1242060.239),9.337464640241908,47.313785754550004
1713556,1004,1030,1110,3102,Gonten,AI,POINT (9.337361682589203 47.31542860889528),POINT (2743548.198 1242242.65),9.337361682589203,47.31542860889528
1713557,1004,1030,1110,3102,Gonten,AI,POINT (9.339042596698464 47.31463314241617),POINT (2743677.396 1242157.313),9.339042596698464,47.31463314241617
1713558,1004,1030,1110,3102,Gonten,AI,POINT (9.333275331252455 47.31542657920306),POINT (2743239.327 1242234.955),9.333275331252455,47.31542657920306
1713559,1004,1030,1110,3102,Gonten,AI,POINT (9.325599279748241 47.31052187994437),POINT (2742672.229 1241675.82),9.325599279748241,47.31052187994437
1713560,1004,1030,1121,3102,Gonten,AI,POINT (9.345371354612197 47.31746064399783),POINT (2744148.136 1242483.193),9.345371354612197,47.31746064399783
1713561,1004,1030,1121,3102,Gonten,AI,POINT (9.333689511765344 47.320536875560364),POINT (2743256.91 1242803.71),9.333689511765344,47.320536875560364
1713562,1007,1030,1110,3102,Gonten,AI,POINT (9.339378846080153 47.32294976002709),POINT (2743680.411 1243082.302),9.339378846080153,47.32294976002709
1713563,1004,1030,1110,3102,Gonten,AI,POINT (9.344688126024613 47.32491374312325),POINT (2744076.363 1243310.332),9.344688126024613,47.32491374312325
1713564,1004,1030,1110,3102,Gonten,AI,POINT (9.332260619269594 47.31635467874731),POINT (2743160.137 1242336.259),9.332260619269594,47.31635467874731
1713565,1004,1020,1110,3102,Gonten,AI,POINT (9.333911536950753 47.310370840177164),POINT (2743300.995 1241674.183),9.333911536950753,47.310370840177164
1713566,1007,1060,1271,3102,Gonten,AI,POINT (9.325899001758234 47.30276533216271),POINT (2742715.631 1240814.242),9.325899001758234,47.30276533216271
1713567,1004,1030,1110,3102,Gonten,AI,POINT (9.327296247845625 47.3024606304472),POINT (2742822.086 1240782.918),9.327296247845625,47.3024606304472
1713568,1004,1020,1110,3102,Gonten,AI,POINT (9.330399831213569 47.31516559772236),POINT (2743022.675 1242200.701),9.330399831213569,47.31516559772236
1713569,1004,1020,1110,3102,Gonten,AI,POINT (9.328550219950676 47.31255449637515),POINT (2742889.86 1241907.112),9.328550219950676,47.31255449637515
1713570,1004,1030,1110,3102,Gonten,AI,POINT (9.316912753299286 47.304066050462),POINT (2742032.758 1240942.505),9.316912753299286,47.304066050462
1713571,1004,1020,1110,3102,Gonten,AI,POINT (9.318446452449523 47.311257952374206),POINT (2742129.553 1241744.649),9.318446452449523,47.311257952374206
1713572,1004,1030,1110,3102,Gonten,AI,POINT (9.321698917422173 47.32099911619866),POINT (2742349.424 1242833.26),9.321698917422173,47.32099911619866
1713573,1004,1020,1121,3102,Gonten,AI,POINT (9.330380055439715 47.31846762898513),POINT (2743012.328 1242567.679),9.330380055439715,47.31846762898513
1713574,1004,1030,1110,3102,Gonten,AI,POINT (9.321614509691058 47.31275730651121),POINT (2742365.037 1241917.044),9.321614509691058,47.31275730651121
1713575,1007,1040,0,3102,Gonten,AI,POINT (9.342315296370563 47.316402753394414),POINT (2743920 1242360),9.342315296370563,47.316402753394414
1713576,1004,1030,1110,3102,Gonten,AI,POINT (9.319735868052032 47.31900648562393),POINT (2742206.369 1242608.222),9.319735868052032,47.31900648562393
1713577,1004,1030,1110,3102,Gonten,AI,POINT (9.342479829146694 47.32049890225213),POINT (2743921.385 1242815.579),9.342479829146694,47.32049890225213
1713578,1004,1030,1110,3102,Gonten,AI,POINT (9.3428427892873 47.32189060957932),POINT (2743945.062 1242970.93),9.3428427892873,47.32189060957932
1713579,1004,1030,1110,3102,Gonten,AI,POINT (9.348499820749366 47.3179504233856),POINT (2744383.273 1242543.384),9.348499820749366,47.3179504233856
1713580,1004,1060,1271,3102,Gonten,AI,POINT (9.344528279980489 47.31352409640872),POINT (2744095.045 1242044.107),9.344528279980489,47.31352409640872
1713581,1004,1020,1110,3102,Gonten,AI,POINT (9.348649874412798 47.31201837379354),POINT (2744410.671 1241884.329),9.348649874412798,47.31201837379354
1713582,1004,1020,1110,3102,Gonten,AI,POINT (9.34470890746644 47.31236517721516),POINT (2744111.829 1241915.628),9.34470890746644,47.31236517721516
1713583,1004,1020,1121,3102,Gonten,AI,POINT (9.319397040841732 47.30748849800032),POINT (2742211.458 1241327.404),9.319397040841732,47.30748849800032
1713584,1007,1020,1110,3102,Gonten,AI,POINT (9.328661100523242 47.31504876720296),POINT (2742891.561 1242184.547),9.328661100523242,47.31504876720296
1713585,1004,1020,1110,3102,Gonten,AI,POINT (9.330273983979191 47.31422347854311),POINT (2743015.688 1242095.757),9.330273983979191,47.31422347854311
1713586,1004,1060,1271,3102,Gonten,AI,POINT (9.330758649985428 47.3153208661007),POINT (2743049.381 1242218.613),9.330758649985428,47.3153208661007
1713587,1004,1020,1110,3102,Gonten,AI,POINT (9.330517257709092 47.314883621246125),POINT (2743032.307 1242169.574),9.330517257709092,47.314883621246125
1713588,1004,1020,1110,3102,Gonten,AI,POINT (9.330777783747669 47.313849718906425),POINT (2743054.772 1242055.133),9.330777783747669,47.313849718906425
1713589,1004,1020,1110,3102,Gonten,AI,POINT (9.331403110686999 47.31418833534342),POINT (2743101.132 1242093.91),9.331403110686999,47.31418833534342
1713590,1004,1020,1110,3102,Gonten,AI,POINT (9.33147823950932 47.314620758917606),POINT (2743105.651 1242142.11),9.33147823950932,47.314620758917606
1713591,1004,1020,1110,3102,Gonten,AI,POINT (9.331626946774314 47.31479841160541),POINT (2743116.415 1242162.127),9.331626946774314,47.31479841160541
1713592,1004,1020,1110,3102,Gonten,AI,POINT (9.330913726739452 47.314681647530996),POINT (2743062.817 1242147.848),9.330913726739452,47.314681647530996
1713593,1004,1030,1110,3102,Gonten,AI,POINT (9.375839560656786 47.33170079370111),POINT (2746411.948 1244122.371),9.375839560656786,47.33170079370111
1713594,1004,1020,1110,3102,Gonten,AI,POINT (9.372990530272071 47.33144276119073),POINT (2746197.373 1244088.378),9.372990530272071,47.33144276119073
1713595,1004,1030,1110,3102,Gonten,AI,POINT (9.373548856970238 47.32883493644722),POINT (2746246.713 1243799.567),9.373548856970238,47.32883493644722
1713596,1004,1030,1110,3102,Gonten,AI,POINT (9.368875483697375 47.33105136844818),POINT (2745887.495 1244037.215),9.368875483697375,47.33105136844818
1713597,1004,1020,1122,3102,Gonten,AI,POINT (9.367390383754959 47.330841095567955),POINT (2745775.849 1244011.083),9.367390383754959,47.330841095567955
1713598,1004,1020,1121,3102,Gonten,AI,POINT (9.36671498319176 47.330843847383356),POINT (2745724.805 1244010.134),9.36671498319176,47.330843847383356
1713599,1004,1060,1230,3102,Gonten,AI,POINT (9.365847019487928 47.330076585377036),POINT (2745661.313 1243923.243),9.365847019487928,47.330076585377036
1713600,1004,1030,1110,3102,Gonten,AI,POINT (9.370491383813778 47.32490660839297),POINT (2746026.422 1243357.25),9.370491383813778,47.32490660839297
1713601,1004,1060,1271,3102,Gonten,AI,POINT (9.355400099923393 47.330815138308225),POINT (2744869.875 1243985.986),9.355400099923393,47.330815138308225
1713602,1004,1020,1110,3102,Gonten,AI,POINT (9.358519501543716 47.33110465153616),POINT (2745104.805 1244023.93),9.358519501543716,47.33110465153616
1713603,1004,1030,1110,3102,Gonten,AI,POINT (9.355689684455214 47.32811794049507),POINT (2744899.085 1243686.734),9.355689684455214,47.32811794049507
1713604,1004,1020,1110,3102,Gonten,AI,POINT (9.353941680862794 47.32635106531309),POINT (2744771.786 1243487.123),9.353941680862794,47.32635106531309
1713605,1004,1030,1110,3102,Gonten,AI,POINT (9.356739648157017 47.326834951454586),POINT (2744981.917 1243546.073),9.356739648157017,47.326834951454586
1713606,1004,1020,1110,3102,Gonten,AI,POINT (9.370302888261957 47.32056486212744),POINT (2746024.062 1242874.328),9.370302888261957,47.32056486212744
1713607,1004,1030,1110,3102,Gonten,AI,POINT (9.373988004763675 47.320757804260786),POINT (2746302.051 1242902.639),9.373988004763675,47.320757804260786
1713608,1004,1030,1121,3102,Gonten,AI,POINT (9.371918608126695 47.31867738415836),POINT (2746151.348 1242667.55),9.371918608126695,47.31867738415836
1713609,1004,1030,1110,3102,Gonten,AI,POINT (9.374481189967065 47.31767885155411),POINT (2746347.772 1242561.344),9.374481189967065,47.31767885155411
1713610,1004,1030,1110,3102,Gonten,AI,POINT (9.375094093699337 47.31529500870137),POINT (2746400.639 1242297.532),9.375094093699337,47.31529500870137
1713611,1004,1030,1110,3102,Gonten,AI,POINT (9.372481976667977 47.314455697469675),POINT (2746205.498 1242199.374),9.372481976667977,47.314455697469675
1713612,1004,1030,1121,3102,Gonten,AI,POINT (9.36651986152127 47.31601646150928),POINT (2745750.57 1242361.753),9.36651986152127,47.31601646150928
1713613,1004,1020,1110,3102,Gonten,AI,POINT (9.365503755062479 47.31417430496294),POINT (2745678.797 1242155.116),9.365503755062479,47.31417430496294
1713614,1007,1020,1110,3102,Gonten,AI,POINT (9.36877430079076 47.3293671331801),POINT (2745884.456 1243849.829),9.36877430079076,47.3293671331801
1713615,1004,1030,1110,3102,Gonten,AI,POINT (9.368340193793173 47.32196284713076),POINT (2745871.9 1243026.058),9.368340193793173,47.32196284713076
1713616,1004,1020,1110,3102,Gonten,AI,POINT (9.379755872014577 47.31119757083596),POINT (2746764.278 1241850.828),9.379755872014577,47.31119757083596
1713617,1004,1020,1110,3102,Gonten,AI,POINT (9.362296042817004 47.32743367188246),POINT (2745400.185 1243622.903),9.362296042817004,47.32743367188246
1713618,1004,1020,1110,3102,Gonten,AI,POINT (9.364119103135941 47.32867130476202),POINT (2745534.576 1243763.843),9.364119103135941,47.32867130476202
1713619,1004,1030,1121,3102,Gonten,AI,POINT (9.36526273307138 47.32451155300961),POINT (2745632.355 1243303.621),9.36526273307138,47.32451155300961
1713620,1004,1030,1110,3102,Gonten,AI,POINT (9.353743576902776 47.322473328376155),POINT (2744767.339 1243055.757),9.353743576902776,47.322473328376155
1713621,1004,1020,1110,3102,Gonten,AI,POINT (9.364507977470005 47.32241983576319),POINT (2745581.024 1243069.732),9.364507977470005,47.32241983576319
1713622,1004,1030,1110,3102,Gonten,AI,POINT (9.36414302589674 47.320254380155),POINT (2745559.351 1242828.371),9.36414302589674,47.320254380155
1713623,1004,1020,1121,3102,Gonten,AI,POINT (9.375248886980183 47.31901283481219),POINT (2746402.136 1242711.044),9.375248886980183,47.31901283481219
1713624,1004,1020,1110,3102,Gonten,AI,POINT (9.376317023697002 47.31827690515904),POINT (2746484.888 1242631.242),9.376317023697002,47.31827690515904
1713625,1007,1030,1110,3102,Gonten,AI,POINT (9.376420581021616 47.313656912112755),POINT (2746505.402 1242117.94),9.376420581021616,47.313656912112755
1713626,1004,1030,1110,3102,Gonten,AI,POINT (9.376796427303304 47.31436061551379),POINT (2746531.879 1242196.856),9.376796427303304,47.31436061551379
1713627,1004,1020,1110,3102,Gonten,AI,POINT (9.379874559990084 47.31268355135241),POINT (2746769.162 1242016.211),9.379874559990084,47.31268355135241
1713628,1004,1020,1110,3102,Gonten,AI,POINT (9.37746553120201 47.31167683521903),POINT (2746589.829 1241899.814),9.37746553120201,47.31167683521903
1713629,1004,1030,1110,3102,Gonten,AI,POINT (9.358565234469447 47.328915139852796),POINT (2745114.218 1243780.656),9.358565234469447,47.328915139852796
1713630,1004,1020,1110,3102,Gonten,AI,POINT (9.343070480309827 47.32670508456153),POINT (2743949.277 1243506.466),9.343070480309827,47.32670508456153
1713631,1004,1020,1110,3102,Gonten,AI,POINT (9.343981369067361 47.32645210739882),POINT (2744018.797 1243480.02),9.343981369067361,47.32645210739882
1713632,1004,1020,1121,3102,Gonten,AI,POINT (9.343532560570395 47.326202006723754),POINT (2743985.555 1243451.398),9.343532560570395,47.326202006723754
1713633,1004,1020,1121,3102,Gonten,AI,POINT (9.343344908531044 47.326021503028144),POINT (2743971.861 1243430.991),9.343344908531044,47.326021503028144
1713634,1004,1020,1121,3102,Gonten,AI,POINT (9.34315321487888 47.325810790769495),POINT (2743957.943 1243407.219),9.34315321487888,47.325810790769495
1713635,1004,1060,1220,3102,Gonten,AI,POINT (9.34273955189349 47.325602320892365),POINT (2743927.244 1243383.289),9.34273955189349,47.325602320892365
1713636,1004,1030,1121,3102,Gonten,AI,POINT (9.342351479226275 47.325253622449274),POINT (2743898.857 1243343.82),9.342351479226275,47.325253622449274
1713637,1004,1030,1121,3102,Gonten,AI,POINT (9.342626878877116 47.324916303975925),POINT (2743920.58 1243306.833),9.342626878877116,47.324916303975925
1713638,1004,1030,1121,3102,Gonten,AI,POINT (9.342373665907623 47.32467342485292),POINT (2743902.099 1243279.373),9.342373665907623,47.32467342485292
1713639,1004,1020,1122,3102,Gonten,AI,POINT (9.342212901162299 47.32428395150416),POINT (2743891 1243235.789),9.342212901162299,47.32428395150416
1713640,1004,1030,1121,3102,Gonten,AI,POINT (9.34170330467085 47.32433787603089),POINT (2743852.342 1243240.848),9.34170330467085,47.32433787603089
1713641,1004,1020,1121,3102,Gonten,AI,POINT (9.341358321700817 47.3243364144803),POINT (2743826.274 1243240.053),9.341358321700817,47.3243364144803
1713642,1004,1020,1121,3102,Gonten,AI,POINT (9.341150927579042 47.32418481654661),POINT (2743811.009 1243222.823),9.341150927579042,47.32418481654661
1713643,1004,1020,1110,3102,Gonten,AI,POINT (9.341495257220854 47.32409864943616),POINT (2743837.264 1243213.877),9.341495257220854,47.32409864943616
1713644,1004,1020,1110,3102,Gonten,AI,POINT (9.341723039381632 47.32410221518764),POINT (2743854.469 1243214.691),9.341723039381632,47.32410221518764
1713645,1004,1040,1211,3102,Gonten,AI,POINT (9.340182368716206 47.323749280710935),POINT (2743738.984 1243172.639),9.340182368716206,47.323749280710935
1713646,1007,1030,1110,3102,Gonten,AI,POINT (9.340524282984013 47.324175338936264),POINT (2743763.676 1243220.621),9.340524282984013,47.324175338936264
1713647,1004,1020,1110,3102,Gonten,AI,POINT (9.341719977301754 47.32473537751341),POINT (2743852.53 1243285.06),9.341719977301754,47.32473537751341
1713648,1004,1020,1110,3102,Gonten,AI,POINT (9.341946489149883 47.32485639301974),POINT (2743869.322 1243298.926),9.341946489149883,47.32485639301974
1713649,1004,1020,1121,3102,Gonten,AI,POINT (9.342141156104475 47.32514767150143),POINT (2743883.248 1243331.658),9.342141156104475,47.32514767150143
1713650,1004,1020,1110,3102,Gonten,AI,POINT (9.341292677255177 47.32477773973971),POINT (2743820.123 1243288.985),9.341292677255177,47.32477773973971
1713651,1004,1020,1110,3102,Gonten,AI,POINT (9.34094202007741 47.32467997637325),POINT (2743793.886 1243277.476),9.34094202007741,47.32467997637325
1713653,1004,1020,1121,3102,Gonten,AI,POINT (9.340286114585371 47.32453174200384),POINT (2743744.716 1243259.798),9.340286114585371,47.32453174200384
1713654,1004,1020,1110,3102,Gonten,AI,POINT (9.339925692608146 47.324226791198576),POINT (2743718.299 1243225.243),9.339925692608146,47.324226791198576
1713655,1004,1020,1110,3102,Gonten,AI,POINT (9.339772106929756 47.324082329268414),POINT (2743707.081 1243208.905),9.339772106929756,47.324082329268414
1713656,1004,1020,1110,3102,Gonten,AI,POINT (9.339883397973743 47.32442817590626),POINT (2743714.56 1243247.549),9.339883397973743,47.32442817590626
1713657,1004,1020,1110,3102,Gonten,AI,POINT (9.339558344699226 47.32443755477244),POINT (2743689.969 1243247.996),9.339558344699226,47.32443755477244
1713658,1004,1020,1110,3102,Gonten,AI,POINT (9.339172235424709 47.324417501789775),POINT (2743660.843 1243245.06),9.339172235424709,47.324417501789775
1713659,1004,1020,1110,3102,Gonten,AI,POINT (9.339011281079086 47.324680752263276),POINT (2743647.97 1243274.025),9.339011281079086,47.324680752263276
1713660,1004,1020,1110,3102,Gonten,AI,POINT (9.339425717531583 47.32472481092674),POINT (2743679.172 1243279.681),9.339425717531583,47.32472481092674
1713661,1004,1020,1110,3102,Gonten,AI,POINT (9.340064699647808 47.32479030462919),POINT (2743727.286 1243288.131),9.340064699647808,47.32479030462919
1713662,1004,1020,1122,3102,Gonten,AI,POINT (9.340411908829267 47.32488083090685),POINT (2743753.282 1243298.829),9.340411908829267,47.32488083090685
1713663,1004,1020,1110,3102,Gonten,AI,POINT (9.340884501518062 47.32513888242353),POINT (2743788.302 1243328.377),9.340884501518062,47.32513888242353
1713664,1004,1020,1122,3102,Gonten,AI,POINT (9.341492955036548 47.32517371505816),POINT (2743834.191 1243333.364),9.341492955036548,47.32517371505816
1713665,1004,1020,1122,3102,Gonten,AI,POINT (9.341887021082057 47.32537611575411),POINT (2743863.426 1243356.583),9.341887021082057,47.32537611575411
1713666,1004,1020,1121,3102,Gonten,AI,POINT (9.342299366576153 47.325676820877135),POINT (2743893.777 1243390.762),9.342299366576153,47.325676820877135
1713667,1007,1020,1110,3102,Gonten,AI,POINT (9.34257619195726 47.32593530714863),POINT (2743914 1243420),9.34257619195726,47.32593530714863
1713668,1004,1020,1110,3102,Gonten,AI,POINT (9.342881658829384 47.32601343343712),POINT (2743936.874 1243429.244),9.342881658829384,47.32601343343712
1713669,1004,1020,1122,3102,Gonten,AI,POINT (9.342212803759796 47.325870776725125),POINT (2743886.712 1243412.161),9.342212803759796,47.325870776725125
1713670,1004,1020,1110,3102,Gonten,AI,POINT (9.341769557959434 47.32559226393141),POINT (2743853.966 1243380.392),9.341769557959434,47.32559226393141
1713671,1004,1020,1110,3102,Gonten,AI,POINT (9.341545407806962 47.32545333201278),POINT (2743837.401 1243364.539),9.341545407806962,47.32545333201278
1713672,1004,1020,1110,3102,Gonten,AI,POINT (9.341246623002712 47.32530940477569),POINT (2743815.209 1243347.994),9.341246623002712,47.32530940477569
1713673,1004,1020,1110,3102,Gonten,AI,POINT (9.341587009065012 47.32590088643832),POINT (2743839.338 1243414.36),9.341587009065012,47.32590088643832
1713674,1004,1020,1110,3102,Gonten,AI,POINT (9.341417659017127 47.32603432579347),POINT (2743826.18 1243428.881),9.341417659017127,47.32603432579347
1713675,1004,1020,1121,3102,Gonten,AI,POINT (9.341167072596418 47.32607091125083),POINT (2743807.144 1243432.488),9.341167072596418,47.32607091125083
1713676,1004,1020,1110,3102,Gonten,AI,POINT (9.341392924111338 47.32638728208772),POINT (2743823.359 1243468.066),9.341392924111338,47.32638728208772
1713677,1004,1020,1110,3102,Gonten,AI,POINT (9.341332768745774 47.32571042970688),POINT (2743820.638 1243392.725),9.341332768745774,47.32571042970688
1713678,1004,1020,1110,3102,Gonten,AI,POINT (9.340793340989078 47.32539362489193),POINT (2743780.726 1243356.524),9.340793340989078,47.32539362489193
1713679,1004,1020,1110,3102,Gonten,AI,POINT (9.34052281348196 47.32526391298824),POINT (2743760.631 1243341.611),9.34052281348196,47.32526391298824
1713680,1004,1020,1110,3102,Gonten,AI,POINT (9.340305729755501 47.32513562265097),POINT (2743744.571 1243326.954),9.340305729755501,47.32513562265097
1713681,1004,1020,1110,3102,Gonten,AI,POINT (9.340038513102735 47.32506381386876),POINT (2743724.57 1243318.483),9.340038513102735,47.32506381386876
1713682,1004,1020,1110,3102,Gonten,AI,POINT (9.33971996729375 47.325081390108785),POINT (2743700.449 1243319.853),9.33971996729375,47.325081390108785
1713683,1004,1020,1110,3102,Gonten,AI,POINT (9.339966663467488 47.325217488682156),POINT (2743718.726 1243335.432),9.339966663467488,47.325217488682156
1713684,1004,1020,1121,3102,Gonten,AI,POINT (9.340192675024927 47.325338632791514),POINT (2743735.48 1243349.311),9.340192675024927,47.325338632791514
1713685,1004,1020,1110,3102,Gonten,AI,POINT (9.340450302126747 47.32543462138633),POINT (2743754.691 1243360.452),9.340450302126747,47.32543462138633
1713686,1004,1020,1121,3102,Gonten,AI,POINT (9.340793980044296 47.32577361255628),POINT (2743779.75 1243398.76),9.340793980044296,47.32577361255628
1713687,1004,1020,1121,3102,Gonten,AI,POINT (9.340464425176298 47.3257341692665),POINT (2743754.951 1243393.772),9.340464425176298,47.3257341692665
1713688,1004,1020,1110,3102,Gonten,AI,POINT (9.340118821612194 47.32562203276006),POINT (2743729.135 1243380.675),9.340118821612194,47.32562203276006
1713689,1004,1020,1110,3102,Gonten,AI,POINT (9.33981982205124 47.32545009770091),POINT (2743707.002 1243361.017),9.33981982205124,47.32545009770091
1713690,1004,1020,1110,3102,Gonten,AI,POINT (9.339600010431655 47.32532506295335),POINT (2743690.727 1243346.717),9.339600010431655,47.32532506295335
1713691,1004,1030,1110,3102,Gonten,AI,POINT (9.339138359802597 47.32508764508474),POINT (2743656.478 1243319.483),9.339138359802597,47.32508764508474
1713692,1004,1020,1110,3102,Gonten,AI,POINT (9.338862356298199 47.325090032827745),POINT (2743635.613 1243319.243),9.338862356298199,47.325090032827745
1713693,1004,1030,1121,3102,Gonten,AI,POINT (9.339283586583585 47.32552548536988),POINT (2743666.274 1243368.414),9.339283586583585,47.32552548536988
1713694,1004,1020,1110,3102,Gonten,AI,POINT (9.339481658563518 47.32565759972608),POINT (2743680.887 1243383.461),9.339481658563518,47.32565759972608
1713695,1004,1020,1110,3102,Gonten,AI,POINT (9.339851717480732 47.325809911612225),POINT (2743708.443 1243401.068),9.339851717480732,47.325809911612225
1713696,1004,1020,1110,3102,Gonten,AI,POINT (9.33943658415881 47.32591472148099),POINT (2743676.788 1243411.957),9.33943658415881,47.32591472148099
1713697,1004,1020,1110,3102,Gonten,AI,POINT (9.339177662587012 47.32581695255144),POINT (2743657.484 1243400.616),9.339177662587012,47.32581695255144
